id,name,traffic_info
23211496,,
23211507,,
23211509,,
23211513,,
23211515,,
23211517,,
23211519,,
23211521,,
23211522,,
23211523,,
23211527,,
23211529,,
23211530,,
23211532,,
23211534,,
23211538,,
23211540,,
23211543,,
23211552,,
23211553,,
23211559,,
23211560,,
23211561,,
23211562,,
23211575,,
23211577,,
23211579,,
23211583,,
23211585,,
23211586,,
23211587,,
23211591,,
23211593,,
23211600,,
23211601,,
23211604,,
23211605,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23211606,,
23211650,,
23213395,,
23213747,,
23213764,,
23213827,,
23213837,,
23213841,,
23213844,,
23213845,,
23213847,,
23213850,,
23213853,,
23213860,,
23213862,,
23213866,,
23213871,,
23213874,,
23213890,,
23213892,,
23213893,,
23213905,,
23213906,,
23213912,,
23213914,,
23213924,,
23213927,,
23213932,,
23213933,,
23213937,,
23213939,,
23213942,,
23213943,,
23213953,,
23213954,,
23213958,,
23213971,,
23213973,,
23213975,,
23213991,,
23213993,,
23213996,,
23214025,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=medium
23214030,,
23214032,,
23214034,,
23214038,,
23214041,,
23214072,,
23214076,,
23214077,,
23214083,,
23214084,,
23214089,,
23214091,,
23214106,,
23214108,,
23214111,,
23214115,,
23214116,,
23214117,,
23214120,,
23214124,,
23214128,,
23214134,,
23214136,,
23214145,,
23214149,,
23214153,,
23214154,,
23214166,,
23214169,,
23214172,,
23214176,,
23214194,,
23214201,,
23214211,,
23214212,,
23214214,,
23214222,,
23214229,,
23214231,,
23214233,,
23214235,,
23214237,,
23214239,,
23214243,,
23214245,,
23214252,,
23214255,,
23214260,,
23214263,,
23214267,,
23214268,,
23214269,,
23214271,,
23214276,,
23214283,,
23214287,,
23214291,,
23214295,,
23214303,,
23214306,,
23214329,,
23214334,,
23214505,,
23214531,,
23214727,,
23214741,,
23214742,,
23214778,,
23214786,,
23214787,,
23214789,,
23214790,,
23214791,,
23214797,,
23214862,,
23214863,,
23214866,,
23214888,,
23214916,,
23214928,,
23214951,,
23214952,,
23214954,,
23214957,,
23214959,,
23214960,,
23214961,,
23214963,,
23214965,,
23214968,,
23214969,,
23214970,,
23214999,,
23215002,,
23215003,,
23215005,,
23215020,,
23215045,,
23215048,,
23215113,,
23215115,,
23215123,,
23215124,,
23215125,,
23215127,,
23215128,,
23215131,,
23215139,,
23215141,,
23215143,,
23215150,,
23215524,,
23215526,,
23215528,,
23215540,,
23215574,,
23215591,,
23215594,,
23215600,,
23215601,,
23215611,,
23215612,,
23215615,,
23215616,,
23215625,,
23215628,,
23215631,,
23215639,,
23215646,,
23215658,,
23215659,,
23215661,,
23215678,,
23215683,,
23215828,,
23215890,,
23215891,,
23215895,,
23215896,,
23215899,,
23215907,,
23215932,,
23216340,,
23216341,,
23216361,,
23216367,,
23216375,,
23216402,,
23216409,,
23216412,,
23216414,,
23216419,,
23216422,,
23216424,,
23216426,,
23216438,,
23216446,,
23216452,,
23216456,,
23216480,,
23216488,,
23216524,,
23216541,,
23216554,,
23216555,,
23216560,,
23216562,,
23216563,,
23216565,,
23216576,,
23216593,,
23216605,,
23216612,,
23216619,,
23216627,,
23216634,,
23216654,,
23216657,,
23216660,,
23216663,,
23216665,,
23216679,,
23216682,,
23216683,,
23216690,,
23216692,,
23216711,,
23216717,,
23216723,,
23216783,,
23216789,,
23216811,,
23216816,,
23216823,,
23216841,,
23216891,,
23216892,,
23216895,,
23216918,,
23216921,,
23216925,,
23216930,,
23216932,,
23216933,,
23216935,,
23216936,,
23216964,,
23216965,,
23216975,,
23216976,,
23216977,,
23216985,,
23216993,,
23216994,,
23216997,,
23217005,,
23217008,,
23217010,,
23217014,,
23217016,,
23217236,,
23217243,,
23217246,,
23217257,,
23217266,,
23217267,,
23217285,,
23217286,,
23217287,,
23217290,,
23217291,,
23217293,,
23217304,,
23217318,,
23217323,,
23217328,,
23217330,,
23217333,,
23217334,,
23217337,,
23217355,,
23217358,,
23217362,,
23217367,,
23217376,,
23217503,,
23217505,,
23217518,,
23217534,,
23217538,,
23217544,,
23217548,,
23217556,,
23217561,,
23217568,,
23217599,,
23217600,,
23217602,,
23217604,,
23217605,,
23217624,,
23217626,,
23217631,,
23217635,,
23217726,,
23217727,,
23217728,,
23217747,,
23217749,,
23217753,,
23217756,,
23217758,,
23217763,,
23217767,,
23217773,,
23217821,,
23217830,,
23217831,,
23217836,,
23217842,,
23217855,,
23217877,,
23217881,,
23217905,,
23217909,,
23217910,,
23217911,,
23218332,,
23218582,,
23218646,,
24218743,,
24219322,,
24219951,,
24220216,,
24220277,,
24220698,,
24220771,,
24220786,,
24220820,,
24220830,,
24220847,,
24220848,,
24220882,,
24220903,,
24220911,,
24220961,,
24220966,,
24220976,,
24220984,,
24220994,,
24220998,,
24221003,,
24221005,,
24221015,,
24221048,,
24221054,,
24221060,,
24221065,,
24221068,,
24221069,,
24221070,,
24221075,,
24221076,,
24221078,,
24221110,,
24221112,,
24221115,,
24221120,,
24221122,,
24221124,,
24221126,,
24221164,,
24234708,,
24234722,,
24234806,,
24234885,,
24234886,,
24234908,,
24234939,,
24234963,,
24235019,,
24235050,,
24235086,,
24235118,,
24235167,,
24235182,,
24235199,,
24235229,,
24235240,,
24235243,,
24235269,,
24235297,,
24235358,,
24235382,,
24235387,,
24235393,,
24235397,,
24235412,,
24235434,,
24235442,,
24235463,,
24235466,,
24235471,,
24235484,,
24235520,,
24235545,,
24235550,,
24235560,,
24235571,,
24235575,,
24235782,,
24235805,,
24235931,,
24236076,,
24236141,,
24236148,,
24236170,,
24236274,,
24236289,,
24236337,,
24236355,,
24236365,,
24236370,,
24236379,,
24236399,,
24236413,,
24236614,,
24236626,,
24236634,,
24236740,,
24236746,,
24236759,,
24236761,,
24236777,,
24236790,,
24236791,,
24236808,,
24236838,,
24236841,,
24236846,,
24236883,,
24236884,,
24236902,,
24236922,,
24236929,,
24236949,,
24236955,,
24236964,,
24236966,,
24236969,,
24237020,,
24237036,,
24237046,,
24237053,,
24237057,,
24237206,,
24237207,,
24237219,,
24237261,,
24237262,,
24237265,,
24237290,,
24237299,,
24237307,,
24237321,,
24237338,,
24237340,,
24237344,,
24237350,,
24237351,,
24237369,,
24237371,,
24237397,,
24237404,,
24237407,,
24237432,,
24237443,,
24237452,,
24237474,,
24237548,,
24237571,,
24237575,,
24237581,,
24258821,,
24259036,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24259063,,
24259066,,
24259118,,
24266842,,
24266847,,
24266849,,
24266853,,
24266858,,
24266864,,
24266865,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24266869,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24266880,,
24266889,,
24266899,,
24266915,,
24266917,,
24266932,,
24269058,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24269066,,
24269220,,
24281194,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24281227,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24281370,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24281383,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24281384,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24281406,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24281412,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24281438,,
24281439,,
24281441,,
24281454,,
24281456,,
24281460,,
24281466,,
24281468,,
24281470,,
24281479,,
24281482,,
24281485,,
24281487,,
24281491,,
24281505,,
24281509,,
24281511,,
24281514,,
24281518,,
24281520,,
24281537,,
24281539,,
24281542,,
24281545,,
24281551,,
24281554,,
24281555,,
24281557,,
24281558,,
24281559,,
24281560,,
24281561,,
24281562,,
24281565,,
24281566,,
24281568,,
24281590,,
24281591,,
24281595,,
24281601,,
24281602,,
24281606,,
24281674,,
24398290,,
24398294,,
24398318,,
24398319,,
24398354,,
24398358,,
24398367,,
24398397,,
24398461,,
24398613,,
24398614,,
24398618,,
24398621,,
24398624,,
24398654,,
24398779,,
24398840,,
24398851,,
24398859,,
24398876,,
24398878,,
24398884,,
24398888,,
24398950,,
24398962,,
24398971,,
24398974,,
24398977,,
24398978,,
24398982,,
24398983,,
24398990,,
24399000,,
24399006,,
24399008,,
24493233,,
24493311,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24493317,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24493327,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24493331,,
24697301,,
24697319,,
24697382,,
24697401,,
24697475,,
24697485,,
24697541,,
24697896,,
24697925,,
24697940,,
24697961,,
24697994,,
24698002,,
24698030,,
24698039,,
24698089,,
24698105,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24698137,,
24698164,,
24698182,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24698200,,
24698202,,
24698223,,
24698234,,
24698712,,
24769553,,
24769695,,
24770296,,
24770315,,
24770433,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24848334,,
24848353,,
24848359,,
24848382,,
24848408,,
24848417,,
24848477,,
24848489,,
24848498,,
24848508,,
24848517,,
24848527,,
24848529,,
24848539,,
24848540,,
24848545,,
24848547,,
24848561,,
24848571,,
24848574,,
24848577,,
24848591,,
24848603,,
24848611,,
24848614,,
24848616,,
24848619,,
24848630,,
24848635,,
24848642,,
24848644,,
24848646,,
24848653,,
24848659,,
24848666,,
24848675,,
24848676,,
24848680,,
24848685,,
24848692,,
24848693,,
24848694,,
24848698,,
24848699,,
24848959,,
24848965,,
24848969,,
24848972,,
24848973,,
24848977,,
24848980,,
24848990,,
24848996,,
24849001,,
24849194,,
24849195,,
24849196,,
24849241,,
24932386,,
24932401,,
24932408,,
24932411,,
24932415,,
24932416,,
24932425,,
24932427,,
24932432,,
24932436,,
24932478,,
24932492,,
24932495,,
24932499,,
24932501,,
24932502,,
24932523,,
24932524,,
24932525,,
24954743,,
24954746,,
24954752,,
24954760,,
24954762,,
24954777,,
24954783,,
24954788,,
24954796,,
24954817,,
24954823,,
24954824,,
24954954,,
24954967,,
24954991,,
24955009,,
24955018,,
24955023,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24955025,,
24955027,,
24955028,,
24955030,,
24955031,,
24955045,,
24955051,,
24955052,,
24955060,,
24955072,,
24955075,,
24955084,,
24955090,,
24955126,,
24955139,,
24955152,,
24955361,,
24983794,,
24983805,,
24983806,,
24983807,,
24983808,,
24983813,,
24983818,,
24983826,,
24983827,,
24983828,,
24983859,,
24983862,,
24983863,,
24983865,,
24983866,,
24983869,,
24983875,,
24983876,,
24983878,,
24983879,,
24983890,,
24983896,,
24983897,,
24983898,,
24983899,,
24983900,,
24983922,,
24983929,,
24983941,,
24983943,,
24983944,,
24983948,,
24983956,,
24983963,,
24983964,,
24983965,,
24983967,,
24983968,,
24983972,,
24983973,,
24983974,,
24983975,,
24983976,,
24983977,,
24983979,,
24983980,,
24984000,,
24984001,,
24984003,,
24984004,,
24984008,,
24984010,,
24984011,,
24984012,,
24984013,,
24984019,,
24984039,,
24984058,,
24984068,,
24984080,,
24984083,,
24984086,,
24984088,,
24984091,,
24984095,,
24984097,,
24984102,,
24984107,,
24984113,,
24984118,,
24984121,,
24984123,,
24984124,,
24984126,,
24984127,,
24984128,,
24984129,,
24984132,,
24984147,,
24984149,,
24984155,,
24984159,,
24984160,,
24984161,,
24984163,,
24984164,,
24984165,,
24984170,,
24984184,,
24984187,,
24984188,,
24984189,,
24984191,,
24984193,,
24984196,,
24984198,,
24984199,,
24984200,,
24984202,,
24984206,,
24984207,,
24984209,,
24984212,,
24984213,,
24984214,,
24984216,,
24984218,,
24984222,,
24984225,,
24984227,,
24984228,,
24984229,,
24984231,,
24984233,,
24984235,,
24984241,,
24984243,,
24984244,,
24984247,,
24984248,,
24984249,,
24984251,,
24984253,,
24995609,,
24995611,,
24995612,,
24995614,,
24995617,,
24995621,,
24995628,,
24995631,,
24995632,,
24995636,,
24995638,,
24995643,,
24995656,,
24995658,,
24995661,,
24995662,,
24995664,,
24995665,,
24995667,,
24995668,,
24995673,,
24995677,,
24995678,,
24995679,,
24995688,,
24995689,,
24995690,,
24995694,,
24995699,,
24995701,,
24995702,,
24995704,,
24995729,,
24995731,,
24995733,,
24995735,,
24995737,,
24995739,,
24995745,,
24995749,,
24995750,,
24995751,,
24995755,,
24995757,,
24995761,,
24995781,,
24995798,,
24995799,,
24995802,,
24995804,,
24995805,,
24995806,,
24995840,,
24995841,,
24995844,,
24995850,,
24995855,,
24995864,,
24995865,,
24995870,,
24995871,,
24995873,,
24995874,,
24995876,,
24995877,,
24995878,,
24995899,,
24995914,,
24995931,,
24995940,,
24995941,,
24995943,,
24995944,,
24995945,,
24995956,,
24995961,,
24995967,,
24995975,,
24995976,,
24995979,,
24995980,,
24995983,,
24995986,,
24995987,,
24995988,,
24995994,,
24995998,,
24996003,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24996010,,
24996013,,
24996020,,
24996022,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
24996026,,
24996111,,
24996117,,
24996119,,
24996120,,
24996121,,
24996123,,
24996124,,
24996131,,
24996132,,
24996134,,
24996148,,
24996170,,
24996174,,
24996176,,
24996187,,
24996191,,
24996194,,
24996217,,
24996222,,
24996226,,
24996230,,
24996231,,
24996232,,
24996233,,
24996236,,
24996237,,
24996238,,
24996243,,
24996246,,
24996256,,
24996293,,
24996294,,
24996296,,
24996297,,
24996313,,
24996315,,
24996322,,
24996332,,
24996334,,
24996337,,
24996338,,
24996343,,
24996344,,
24996345,,
24996350,,
24996351,,
24996352,,
24996360,,
24996365,,
24996366,,
24996391,,
24996392,,
24996428,,
24996429,,
25003866,,
25003868,,
25003869,,
25003871,,
25003872,,
25003875,,
25003877,,
25003881,,
25003884,,
25003885,,
25003886,,
25003916,,
25003918,,
25003921,,
25003923,,
25009797,,
25009802,,
25009819,,
25009825,,
25009826,,
25009830,,
25009840,,
25009864,,
25009871,,
25009880,,
25009885,,
25009888,,
25009892,,
25009898,,
25009902,,
25009910,,
25009916,,
25009926,,
25009948,,
25009984,,
25009997,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
25009999,,
25010014,,
25010023,,
25010030,,
25010034,,
25010045,,
25010052,,
25010076,,
25010092,,
25010103,,
25010105,,
25010115,,
25010118,,
25010128,,
25010133,,
25010139,,
25010140,,
25010144,,
25010151,,
25010153,,
25010157,,
25010159,,
25010162,,
25010163,,
25010164,,
25010168,,
25010169,,
25010197,,
25010199,,
25010201,,
25010204,,
25010208,,
25010209,,
25010217,,
25010218,,
25010219,,
25010220,,
25010248,,
25048553,,
25048557,,
25048558,,
25048560,,
25048562,,
25048567,,
25048582,,
25048583,,
25048611,,
25048613,,
25048614,,
25048619,,
25048636,,
25048637,,
25053074,,
25053076,,
25053077,,
25053079,,
25053082,,
25053089,,
25053091,,
25053095,,
25053101,,
25053106,,
25053123,,
25053124,,
25053489,,
25053494,,
25053496,,
25053501,,
25053506,,
25053508,,
25053517,,
25053520,,
25053522,,
25053524,,
25053527,,
25053530,,
25053533,,
25053536,,
25053539,,
25053543,,
25053545,,
25053550,,
25053552,,
25053558,,
25053562,,
25053565,,
25053571,,
25053573,,
25053574,,
25053576,,
25053577,,
25053579,,
25053580,,
25053582,,
25111773,,
25111780,,
25111790,,
25111797,,
25111798,,
25111800,,
25111801,,
25111803,,
25111823,,
25111827,,
25111828,,
25111830,,
25111839,,
25117373,,
25117403,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
25117408,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
25117411,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
25117418,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
25117419,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
25117422,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
25117423,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
25117437,,
25117469,,
25117473,,
25117509,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
25117513,,
25370803,,
25370835,,
25370845,,
26306944,,
26306960,,
26307094,,
26307204,,
26348447,,
26626033,,
26681334,,
26681341,,
26681374,,
26681471,,
26681482,,
26681932,,
26681955,,
26681962,,
26681978,,
26682056,,
26682062,,
26682106,,
26682117,,
26682124,,
26682130,,
26682136,,
26682149,,
26682156,,
26682177,,
26682186,,
26682201,,
26682207,,
26682208,,
26682222,,
26682276,,
26682325,,
26682328,,
26682380,,
26682432,,
26682451,,
26682486,,
26682494,,
26682613,,
26682615,,
26682646,,
26682722,,
26682735,,
26682738,,
26682744,,
26682782,,
26707910,,
26707912,,
26707920,,
26707936,,
26707939,,
26707941,,
26707953,,
26707981,,
26708129,,
26708131,,
26708134,,
26708136,,
26708142,,
26708147,,
26708149,,
26708153,,
26708154,,
26708159,,
26708163,,
26708166,,
26739046,,
26739048,,
26739049,,
26739057,,
26739059,,
26739093,,
26739130,,
26739148,,
26739159,,
26739217,,
26739221,,
26739225,,
26739230,,
26739231,,
26739237,,
26739251,,
26739260,,
26739283,,
26739288,,
26739297,,
26739308,,
26739316,,
26739321,,
26739360,,
26739365,,
26739371,,
26739386,,
26739404,,
26739420,,
26739435,,
26739439,,
26739446,,
26739453,,
26739458,,
26739460,,
26739466,,
26739474,,
26739479,,
26739492,,
26739507,,
26739510,,
26739511,,
26739516,,
26739518,,
26739523,,
26739528,,
26739529,,
26739530,,
26739531,,
26739532,,
26739535,,
26739537,,
26739541,,
26739546,,
26739550,,
26739552,,
26739558,,
26739561,,
26739564,,
26739586,,
26739600,,
26739606,,
26739613,,
26739617,,
26739620,,
26739622,,
26739627,,
26739634,,
26739640,,
26739642,,
26739643,,
26739648,,
26739662,,
26739687,,
26739702,,
26739704,,
26739706,,
26739707,,
26739717,,
26745435,,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
26785527,,
26785602,,
26785628,,
26785629,,
26829345,,
26992536,,
26992608,,
26992650,,
26992663,,
26992681,,
26992689,,
26992691,,
26992693,,
27362980,,
27408167,,
27408176,,
27408189,,
27408211,,
27408268,,
27408383,,
27408668,,
27408717,,
27513382,,
27558288,,
27558354,,
27564050,,
